"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","לחות יחסית (%)"
"מרום גולן פיכמן 01/1998-07/2025","08-02-2024 12:00","13.3","59"
"כפר בלום 07/2005-07/2025","08-02-2024 12:00","19","61"
"מרום גולן פיכמן 01/1998-07/2025","08-02-2024 15:00","14.9","50"
"כפר בלום 07/2005-07/2025","08-02-2024 15:00","22.4","42"
"מרום גולן פיכמן 01/1998-07/2025","08-02-2024 18:00","13.5","52"
"כפר בלום 07/2005-07/2025","08-02-2024 18:00","20.3","51"
"מרום גולן פיכמן 01/1998-07/2025","08-02-2024 21:00","7.9","71"
"כפר בלום 07/2005-07/2025","08-02-2024 21:00","12.7","78"
"מרום גולן פיכמן 01/1998-07/2025","09-02-2024 00:00","7.9","69"
"כפר בלום 07/2005-07/2025","09-02-2024 00:00","10.5","85"
"מרום גולן פיכמן 01/1998-07/2025","09-02-2024 03:00","8.3","69"
"כפר בלום 07/2005-07/2025","09-02-2024 03:00","8.3","92"
"מרום גולן פיכמן 01/1998-07/2025","09-02-2024 06:00","1.7","91"
"כפר בלום 07/2005-07/2025","09-02-2024 06:00","6.7","94"
"מרום גולן פיכמן 01/1998-07/2025","09-02-2024 09:00","9.7","67"
"כפר בלום 07/2005-07/2025","09-02-2024 09:00","8.2","96"
"מרום גולן פיכמן 01/1998-07/2025","09-02-2024 12:00","11.8","74"
"כפר בלום 07/2005-07/2025","09-02-2024 12:00","17.5","55"
"מרום גולן פיכמן 01/1998-07/2025","09-02-2024 15:00","13","70"
"כפר בלום 07/2005-07/2025","09-02-2024 15:00","21.2","53"
"מרום גולן פיכמן 01/1998-07/2025","09-02-2024 18:00","9.5","89"
"כפר בלום 07/2005-07/2025","09-02-2024 18:00","17.5","62"
"מרום גולן פיכמן 01/1998-07/2025","09-02-2024 21:00","7.9","96"
"כפר בלום 07/2005-07/2025","09-02-2024 21:00","12","83"
"מרום גולן פיכמן 01/1998-07/2025","10-02-2024 00:00","6.8","93"
"כפר בלום 07/2005-07/2025","10-02-2024 00:00","9.7","91"
"מרום גולן פיכמן 01/1998-07/2025","10-02-2024 03:00","6.5","96"
"כפר בלום 07/2005-07/2025","10-02-2024 03:00","7.6","92"
"מרום גולן פיכמן 01/1998-07/2025","10-02-2024 06:00","6.4","86"
"כפר בלום 07/2005-07/2025","10-02-2024 06:00","6.8","95"
"מרום גולן פיכמן 01/1998-07/2025","10-02-2024 09:00","8.9","76"
"כפר בלום 07/2005-07/2025","10-02-2024 09:00","7.8","96"
"מרום גולן פיכמן 01/1998-07/2025","10-02-2024 12:00","12","69"
"כפר בלום 07/2005-07/2025","10-02-2024 12:00","17.3","64"
"מרום גולן פיכמן 01/1998-07/2025","10-02-2024 15:00","13.3","62"
"כפר בלום 07/2005-07/2025","10-02-2024 15:00","22.2","41"
"מרום גולן פיכמן 01/1998-07/2025","10-02-2024 18:00","10.2","76"
"כפר בלום 07/2005-07/2025","10-02-2024 18:00","18.1","56"
"מרום גולן פיכמן 01/1998-07/2025","10-02-2024 21:00","6.8","95"
"כפר בלום 07/2005-07/2025","10-02-2024 21:00","12.4","83"
"מרום גולן פיכמן 01/1998-07/2025","11-02-2024 00:00","5.5","97"
"כפר בלום 07/2005-07/2025","11-02-2024 00:00","10.3","89"
"מרום גולן פיכמן 01/1998-07/2025","11-02-2024 03:00","5.8","85"
"כפר בלום 07/2005-07/2025","11-02-2024 03:00","8.1","92"
"מרום גולן פיכמן 01/1998-07/2025","11-02-2024 06:00","2.4","93"
"כפר בלום 07/2005-07/2025","11-02-2024 06:00","6.8","93"
"מרום גולן פיכמן 01/1998-07/2025","11-02-2024 09:00","8.8","79"
"כפר בלום 07/2005-07/2025","11-02-2024 09:00","8","93"
"מרום גולן פיכמן 01/1998-07/2025","11-02-2024 12:00","13","62"
"כפר בלום 07/2005-07/2025","11-02-2024 12:00","17.3","61"
"מרום גולן פיכמן 01/1998-07/2025","11-02-2024 15:00","14.9","40"
"כפר בלום 07/2005-07/2025","11-02-2024 15:00","21.9","55"
"מרום גולן פיכמן 01/1998-07/2025","11-02-2024 18:00","13.3","42"
"כפר בלום 07/2005-07/2025","11-02-2024 18:00","19.1","63"
"מרום גולן פיכמן 01/1998-07/2025","11-02-2024 21:00","9.3","58"
"כפר בלום 07/2005-07/2025","11-02-2024 21:00","13.2","83"
"מרום גולן פיכמן 01/1998-07/2025","12-02-2024 00:00","10.3","62"
"כפר בלום 07/2005-07/2025","12-02-2024 00:00","12.2","88"
"מרום גולן פיכמן 01/1998-07/2025","12-02-2024 03:00","9.6","67"
"כפר בלום 07/2005-07/2025","12-02-2024 03:00","14","63"
"מרום גולן פיכמן 01/1998-07/2025","12-02-2024 06:00","8.3","74"
"כפר בלום 07/2005-07/2025","12-02-2024 06:00","15","58"
"מרום גולן פיכמן 01/1998-07/2025","12-02-2024 09:00","9.5","71"
"כפר בלום 07/2005-07/2025","12-02-2024 09:00","15.2","64"
"מרום גולן פיכמן 01/1998-07/2025","12-02-2024 12:00","13.4","55"
"כפר בלום 07/2005-07/2025","12-02-2024 12:00","20.7","42"
"מרום גולן פיכמן 01/1998-07/2025","12-02-2024 15:00","14.7","46"
"כפר בלום 07/2005-07/2025","12-02-2024 15:00","21.7","43"
"מרום גולן פיכמן 01/1998-07/2025","12-02-2024 18:00","12.9","58"
"כפר בלום 07/2005-07/2025","12-02-2024 18:00","20","45"
"מרום גולן פיכמן 01/1998-07/2025","12-02-2024 21:00","11.5","63"
"כפר בלום 07/2005-07/2025","12-02-2024 21:00","18.7","46"
"מרום גולן פיכמן 01/1998-07/2025","13-02-2024 00:00","11.4","57"
"כפר בלום 07/2005-07/2025","13-02-2024 00:00","17.9","44"
"מרום גולן פיכמן 01/1998-07/2025","13-02-2024 03:00","10.7","68"
"כפר בלום 07/2005-07/2025","13-02-2024 03:00","19.2","43"
"מרום גולן פיכמן 01/1998-07/2025","13-02-2024 06:00","10","75"
"כפר בלום 07/2005-07/2025","13-02-2024 06:00","17.2","54"
"מרום גולן פיכמן 01/1998-07/2025","13-02-2024 09:00","9.4","73"
"כפר בלום 07/2005-07/2025","13-02-2024 09:00","18.1","51"
"מרום גולן פיכמן 01/1998-07/2025","13-02-2024 12:00","14.6","58"
"כפר בלום 07/2005-07/2025","13-02-2024 12:00","23.2","41"
"מרום גולן פיכמן 01/1998-07/2025","13-02-2024 15:00","15.7","53"
"כפר בלום 07/2005-07/2025","13-02-2024 15:00","23","39"
"מרום גולן פיכמן 01/1998-07/2025","13-02-2024 18:00","13.5","65"
"כפר בלום 07/2005-07/2025","13-02-2024 18:00","20.4","52"
"מרום גולן פיכמן 01/1998-07/2025","13-02-2024 21:00","12.3","66"
"כפר בלום 07/2005-07/2025","13-02-2024 21:00","16.8","71"
"מרום גולן פיכמן 01/1998-07/2025","14-02-2024 00:00","11","68"
"כפר בלום 07/2005-07/2025","14-02-2024 00:00","18.1","50"
"מרום גולן פיכמן 01/1998-07/2025","14-02-2024 03:00","10","80"
"כפר בלום 07/2005-07/2025","14-02-2024 03:00","16.6","67"
"מרום גולן פיכמן 01/1998-07/2025","14-02-2024 06:00","9.4","93"
"כפר בלום 07/2005-07/2025","14-02-2024 06:00","14.8","87"
"מרום גולן פיכמן 01/1998-07/2025","14-02-2024 09:00","8.2","93"
"כפר בלום 07/2005-07/2025","14-02-2024 09:00","14.3","89"
"מרום גולן פיכמן 01/1998-07/2025","14-02-2024 12:00","9.5","83"
"כפר בלום 07/2005-07/2025","14-02-2024 12:00","14.4","80"
"מרום גולן פיכמן 01/1998-07/2025","14-02-2024 15:00","8.5","93"
"כפר בלום 07/2005-07/2025","14-02-2024 15:00","14.5","82"
"מרום גולן פיכמן 01/1998-07/2025","14-02-2024 18:00","7.4","92"
"כפר בלום 07/2005-07/2025","14-02-2024 18:00","13.9","82"
"מרום גולן פיכמן 01/1998-07/2025","14-02-2024 21:00","7","94"
"כפר בלום 07/2005-07/2025","14-02-2024 21:00","12.6","89"
"מרום גולן פיכמן 01/1998-07/2025","15-02-2024 00:00","6.1","96"
"כפר בלום 07/2005-07/2025","15-02-2024 00:00","9.7","93"
"מרום גולן פיכמן 01/1998-07/2025","15-02-2024 03:00","5.6","97"
"כפר בלום 07/2005-07/2025","15-02-2024 03:00","9.4","96"
"מרום גולן פיכמן 01/1998-07/2025","15-02-2024 06:00","5.7","98"
"כפר בלום 07/2005-07/2025","15-02-2024 06:00","9","97"
"מרום גולן פיכמן 01/1998-07/2025","15-02-2024 09:00","6.6","98"
"כפר בלום 07/2005-07/2025","15-02-2024 09:00","9.5","97"
"מרום גולן פיכמן 01/1998-07/2025","15-02-2024 12:00","10.1","80"
"כפר בלום 07/2005-07/2025","15-02-2024 12:00","13.7","94"
"מרום גולן פיכמן 01/1998-07/2025","15-02-2024 15:00","9.2","84"
"כפר בלום 07/2005-07/2025","15-02-2024 15:00","14.2","81"
"מרום גולן פיכמן 01/1998-07/2025","15-02-2024 18:00","8.9","79"
"כפר בלום 07/2005-07/2025","15-02-2024 18:00","15.7","72"
"מרום גולן פיכמן 01/1998-07/2025","15-02-2024 21:00","6.4","94"
"כפר בלום 07/2005-07/2025","15-02-2024 21:00","12","88"
"מרום גולן פיכמן 01/1998-07/2025","16-02-2024 00:00","3.8","95"
"כפר בלום 07/2005-07/2025","16-02-2024 00:00","8.8","91"
"מרום גולן פיכמן 01/1998-07/2025","16-02-2024 03:00","3.8","96"
"כפר בלום 07/2005-07/2025","16-02-2024 03:00","8.7","95"
"מרום גולן פיכמן 01/1998-07/2025","16-02-2024 06:00","4.5","95"
"כפר בלום 07/2005-07/2025","16-02-2024 06:00","8.9","95"
"מרום גולן פיכמן 01/1998-07/2025","16-02-2024 09:00","5.1","95"
"כפר בלום 07/2005-07/2025","16-02-2024 09:00","9.5","96"
"מרום גולן פיכמן 01/1998-07/2025","16-02-2024 12:00","6.1","92"
"כפר בלום 07/2005-07/2025","16-02-2024 12:00","11.4","94"
"מרום גולן פיכמן 01/1998-07/2025","16-02-2024 15:00","6","96"
"כפר בלום 07/2005-07/2025","16-02-2024 15:00","12","92"
"מרום גולן פיכמן 01/1998-07/2025","16-02-2024 18:00","5.3","95"
"כפר בלום 07/2005-07/2025","16-02-2024 18:00","11.1","94"
"מרום גולן פיכמן 01/1998-07/2025","16-02-2024 21:00","5.6","97"
"כפר בלום 07/2005-07/2025","16-02-2024 21:00","10.7","95"
"מרום גולן פיכמן 01/1998-07/2025","17-02-2024 00:00","5.8","97"
"כפר בלום 07/2005-07/2025","17-02-2024 00:00","10.7","96"
"מרום גולן פיכמן 01/1998-07/2025","17-02-2024 03:00","6","98"
"כפר בלום 07/2005-07/2025","17-02-2024 03:00","10.3","96"
"מרום גולן פיכמן 01/1998-07/2025","17-02-2024 06:00","5.5","97"
"כפר בלום 07/2005-07/2025","17-02-2024 06:00","10","97"
"מרום גולן פיכמן 01/1998-07/2025","17-02-2024 09:00","5.7","98"
"כפר בלום 07/2005-07/2025","17-02-2024 09:00","10.9","97"
"מרום גולן פיכמן 01/1998-07/2025","17-02-2024 12:00","6.4","99"
"כפר בלום 07/2005-07/2025","17-02-2024 12:00","13.7","83"
"מרום גולן פיכמן 01/1998-07/2025","17-02-2024 15:00","6.4","99"
"כפר בלום 07/2005-07/2025","17-02-2024 15:00","12.9","86"
"מרום גולן פיכמן 01/1998-07/2025","17-02-2024 18:00","6.6","99"
"כפר בלום 07/2005-07/2025","17-02-2024 18:00","12.6","90"
"מרום גולן פיכמן 01/1998-07/2025","17-02-2024 21:00","6.7","98"
"כפר בלום 07/2005-07/2025","17-02-2024 21:00","11.5","94"
"מרום גולן פיכמן 01/1998-07/2025","18-02-2024 00:00","7.2","89"
"כפר בלום 07/2005-07/2025","18-02-2024 00:00","10.3","96"
"מרום גולן פיכמן 01/1998-07/2025","18-02-2024 03:00","7.1","96"
"כפר בלום 07/2005-07/2025","18-02-2024 03:00","10.2","97"
"מרום גולן פיכמן 01/1998-07/2025","18-02-2024 06:00","7.1","97"
"כפר בלום 07/2005-07/2025","18-02-2024 06:00","10.1","97"
"מרום גולן פיכמן 01/1998-07/2025","18-02-2024 09:00","7.4","98"
"כפר בלום 07/2005-07/2025","18-02-2024 09:00","10.8","97"
"מרום גולן פיכמן 01/1998-07/2025","18-02-2024 12:00","9.7","92"
"כפר בלום 07/2005-07/2025","18-02-2024 12:00","13.5","88"
"מרום גולן פיכמן 01/1998-07/2025","18-02-2024 15:00","10.5","82"
"כפר בלום 07/2005-07/2025","18-02-2024 15:00","16.1","79"
"מרום גולן פיכמן 01/1998-07/2025","18-02-2024 18:00","8.6","90"
"כפר בלום 07/2005-07/2025","18-02-2024 18:00","14.8","82"
"מרום גולן פיכמן 01/1998-07/2025","18-02-2024 21:00","7","96"
"כפר בלום 07/2005-07/2025","18-02-2024 21:00","13","93"
"מרום גולן פיכמן 01/1998-07/2025","19-02-2024 00:00","7","96"
"כפר בלום 07/2005-07/2025","19-02-2024 00:00","11.5","93"
"מרום גולן פיכמן 01/1998-07/2025","19-02-2024 03:00","6.8","98"
"כפר בלום 07/2005-07/2025","19-02-2024 03:00","11.4","94"
"מרום גולן פיכמן 01/1998-07/2025","19-02-2024 06:00","6.6","98"
"כפר בלום 07/2005-07/2025","19-02-2024 06:00","11.4","96"
"מרום גולן פיכמן 01/1998-07/2025","19-02-2024 09:00","7","98"
"כפר בלום 07/2005-07/2025","19-02-2024 09:00","12","96"
"מרום גולן פיכמן 01/1998-07/2025","19-02-2024 12:00","7.4","96"
"כפר בלום 07/2005-07/2025","19-02-2024 12:00","13.8","93"
"מרום גולן פיכמן 01/1998-07/2025","19-02-2024 15:00","9.5","79"
"כפר בלום 07/2005-07/2025","19-02-2024 15:00","17.9","56"
"מרום גולן פיכמן 01/1998-07/2025","19-02-2024 18:00","7.9","84"
"כפר בלום 07/2005-07/2025","19-02-2024 18:00","15","65"
"מרום גולן פיכמן 01/1998-07/2025","19-02-2024 21:00","6.6","95"
"כפר בלום 07/2005-07/2025","19-02-2024 21:00","12","88"
"מרום גולן פיכמן 01/1998-07/2025","20-02-2024 00:00","5.9","84"
"כפר בלום 07/2005-07/2025","20-02-2024 00:00","9","93"
"מרום גולן פיכמן 01/1998-07/2025","20-02-2024 03:00","5.7","80"
"כפר בלום 07/2005-07/2025","20-02-2024 03:00","7.3","92"
"מרום גולן פיכמן 01/1998-07/2025","20-02-2024 06:00","5.4","84"
"כפר בלום 07/2005-07/2025","20-02-2024 06:00","5.3","94"
"מרום גולן פיכמן 01/1998-07/2025","20-02-2024 09:00","7.1","88"
"כפר בלום 07/2005-07/2025","20-02-2024 09:00","8.5","95"
"מרום גולן פיכמן 01/1998-07/2025","20-02-2024 12:00","11.5","68"
"כפר בלום 07/2005-07/2025","20-02-2024 12:00","15.9","63"
"מרום גולן פיכמן 01/1998-07/2025","20-02-2024 15:00","12.1","64"
"כפר בלום 07/2005-07/2025","20-02-2024 15:00","16.7","58"
"מרום גולן פיכמן 01/1998-07/2025","20-02-2024 18:00","8.3","87"
"כפר בלום 07/2005-07/2025","20-02-2024 18:00","13.8","85"
"מרום גולן פיכמן 01/1998-07/2025","20-02-2024 21:00","6.4","92"
"כפר בלום 07/2005-07/2025","20-02-2024 21:00","11.7","90"
"מרום גולן פיכמן 01/1998-07/2025","21-02-2024 00:00","2.9","96"
"כפר בלום 07/2005-07/2025","21-02-2024 00:00","8.9","93"
"מרום גולן פיכמן 01/1998-07/2025","21-02-2024 03:00","0.6","97"
"כפר בלום 07/2005-07/2025","21-02-2024 03:00","6.5","95"
"מרום גולן פיכמן 01/1998-07/2025","21-02-2024 06:00","-0.5","98"
"כפר בלום 07/2005-07/2025","21-02-2024 06:00","5.1","96"
"מרום גולן פיכמן 01/1998-07/2025","21-02-2024 09:00","7.3","89"
"כפר בלום 07/2005-07/2025","21-02-2024 09:00","7.5","97"
"מרום גולן פיכמן 01/1998-07/2025","21-02-2024 12:00","12","58"
"כפר בלום 07/2005-07/2025","21-02-2024 12:00","16.6","62"
"מרום גולן פיכמן 01/1998-07/2025","21-02-2024 15:00","13.6","54"
"כפר בלום 07/2005-07/2025","21-02-2024 15:00","21","39"
"מרום גולן פיכמן 01/1998-07/2025","21-02-2024 18:00","12.5","55"
"כפר בלום 07/2005-07/2025","21-02-2024 18:00","18.6","56"
"מרום גולן פיכמן 01/1998-07/2025","21-02-2024 21:00","5.8","83"
"כפר בלום 07/2005-07/2025","21-02-2024 21:00","12.5","79"
"מרום גולן פיכמן 01/1998-07/2025","22-02-2024 00:00","4.3","86"
"כפר בלום 07/2005-07/2025","22-02-2024 00:00","9.9","88"
"מרום גולן פיכמן 01/1998-07/2025","22-02-2024 03:00","6.3","76"
"כפר בלום 07/2005-07/2025","22-02-2024 03:00","7.8","91"
"מרום גולן פיכמן 01/1998-07/2025","22-02-2024 06:00","6.9","71"
"כפר בלום 07/2005-07/2025","22-02-2024 06:00","7","93"
"מרום גולן פיכמן 01/1998-07/2025","22-02-2024 09:00","10.5","62"
"כפר בלום 07/2005-07/2025","22-02-2024 09:00","10.5","89"
"מרום גולן פיכמן 01/1998-07/2025","22-02-2024 12:00","13.6","50"
"כפר בלום 07/2005-07/2025","22-02-2024 12:00","18.8","55"
"מרום גולן פיכמן 01/1998-07/2025","22-02-2024 15:00","14.2","60"
"כפר בלום 07/2005-07/2025","22-02-2024 15:00","20.5","50"
"מרום גולן פיכמן 01/1998-07/2025","22-02-2024 18:00","10.3","83"
"כפר בלום 07/2005-07/2025","22-02-2024 18:00","18.4","59"
"מרום גולן פיכמן 01/1998-07/2025","22-02-2024 21:00","7.5","98"
"כפר בלום 07/2005-07/2025","22-02-2024 21:00","13","81"
"מרום גולן פיכמן 01/1998-07/2025","23-02-2024 00:00","7.7","97"
"כפר בלום 07/2005-07/2025","23-02-2024 00:00","10.2","89"
"מרום גולן פיכמן 01/1998-07/2025","23-02-2024 03:00","6.6","87"
"כפר בלום 07/2005-07/2025","23-02-2024 03:00","8.5","92"
"מרום גולן פיכמן 01/1998-07/2025","23-02-2024 06:00","3.2","96"
"כפר בלום 07/2005-07/2025","23-02-2024 06:00","7.4","94"
"מרום גולן פיכמן 01/1998-07/2025","23-02-2024 09:00","8.6","82"
"כפר בלום 07/2005-07/2025","23-02-2024 09:00","9","95"
"מרום גולן פיכמן 01/1998-07/2025","23-02-2024 12:00","12.9","62"
"כפר בלום 07/2005-07/2025","23-02-2024 12:00","14.8","76"
"מרום גולן פיכמן 01/1998-07/2025","23-02-2024 15:00","13.5","58"
"כפר בלום 07/2005-07/2025","23-02-2024 15:00","18.1","62"
"מרום גולן פיכמן 01/1998-07/2025","23-02-2024 18:00","12.1","66"
"כפר בלום 07/2005-07/2025","23-02-2024 18:00","17.2","75"
"מרום גולן פיכמן 01/1998-07/2025","23-02-2024 21:00","10.8","69"
"כפר בלום 07/2005-07/2025","23-02-2024 21:00","13.9","87"
"מרום גולן פיכמן 01/1998-07/2025","24-02-2024 00:00","10.3","68"
"כפר בלום 07/2005-07/2025","24-02-2024 00:00","12.8","89"
"מרום גולן פיכמן 01/1998-07/2025","24-02-2024 03:00","10.6","64"
"כפר בלום 07/2005-07/2025","24-02-2024 03:00","12.3","92"
"מרום גולן פיכמן 01/1998-07/2025","24-02-2024 06:00","8.9","79"
"כפר בלום 07/2005-07/2025","24-02-2024 06:00","12.3","90"
"מרום גולן פיכמן 01/1998-07/2025","24-02-2024 09:00","8.8","78"
"כפר בלום 07/2005-07/2025","24-02-2024 09:00","13.3","83"
"מרום גולן פיכמן 01/1998-07/2025","24-02-2024 12:00","10.7","80"
"כפר בלום 07/2005-07/2025","24-02-2024 12:00","15.4","78"
"מרום גולן פיכמן 01/1998-07/2025","24-02-2024 15:00","11.5","73"
"כפר בלום 07/2005-07/2025","24-02-2024 15:00","18.3","58"
"מרום גולן פיכמן 01/1998-07/2025","24-02-2024 18:00","10.4","80"
"כפר בלום 07/2005-07/2025","24-02-2024 18:00","17.7","70"
"מרום גולן פיכמן 01/1998-07/2025","24-02-2024 21:00","8.9","94"
"כפר בלום 07/2005-07/2025","24-02-2024 21:00","12.5","86"
"מרום גולן פיכמן 01/1998-07/2025","25-02-2024 00:00","4.9","96"
"כפר בלום 07/2005-07/2025","25-02-2024 00:00","10","92"
"מרום גולן פיכמן 01/1998-07/2025","25-02-2024 03:00","4.5","89"
"כפר בלום 07/2005-07/2025","25-02-2024 03:00","7.5","92"
"מרום גולן פיכמן 01/1998-07/2025","25-02-2024 06:00","2","95"
"כפר בלום 07/2005-07/2025","25-02-2024 06:00","5.5","93"
"מרום גולן פיכמן 01/1998-07/2025","25-02-2024 09:00","8.4","79"
"כפר בלום 07/2005-07/2025","25-02-2024 09:00","8.4","95"
"מרום גולן פיכמן 01/1998-07/2025","25-02-2024 12:00","13.7","64"
"כפר בלום 07/2005-07/2025","25-02-2024 12:00","17.1","60"
"מרום גולן פיכמן 01/1998-07/2025","25-02-2024 15:00","13.4","67"
"כפר בלום 07/2005-07/2025","25-02-2024 15:00","20.5","60"
"מרום גולן פיכמן 01/1998-07/2025","25-02-2024 18:00","10.7","78"
"כפר בלום 07/2005-07/2025","25-02-2024 18:00","19.2","54"
"מרום גולן פיכמן 01/1998-07/2025","25-02-2024 21:00","8","95"
"כפר בלום 07/2005-07/2025","25-02-2024 21:00","12.9","80"
"מרום גולן פיכמן 01/1998-07/2025","26-02-2024 00:00","2.7","96"
"כפר בלום 07/2005-07/2025","26-02-2024 00:00","10.9","89"
"מרום גולן פיכמן 01/1998-07/2025","26-02-2024 03:00","1.7","96"
"כפר בלום 07/2005-07/2025","26-02-2024 03:00","8.5","92"
"מרום גולן פיכמן 01/1998-07/2025","26-02-2024 06:00","4.6","86"
"כפר בלום 07/2005-07/2025","26-02-2024 06:00","6.2","93"
"מרום גולן פיכמן 01/1998-07/2025","26-02-2024 09:00","10","67"
"כפר בלום 07/2005-07/2025","26-02-2024 09:00","9.7","96"
"מרום גולן פיכמן 01/1998-07/2025","26-02-2024 12:00","13.1","55"
"כפר בלום 07/2005-07/2025","26-02-2024 12:00","20.9","44"
"מרום גולן פיכמן 01/1998-07/2025","26-02-2024 15:00","14.7","45"
"כפר בלום 07/2005-07/2025","26-02-2024 15:00","22.6","37"
"מרום גולן פיכמן 01/1998-07/2025","26-02-2024 18:00","13.4","54"
"כפר בלום 07/2005-07/2025","26-02-2024 18:00","19.5","55"
"מרום גולן פיכמן 01/1998-07/2025","26-02-2024 21:00","10","62"
"כפר בלום 07/2005-07/2025","26-02-2024 21:00","16.3","50"
"מרום גולן פיכמן 01/1998-07/2025","27-02-2024 00:00","7.8","46"
"כפר בלום 07/2005-07/2025","27-02-2024 00:00","16.7","29"
"מרום גולן פיכמן 01/1998-07/2025","27-02-2024 03:00","6.3","42"
"כפר בלום 07/2005-07/2025","27-02-2024 03:00","15.3","30"
"מרום גולן פיכמן 01/1998-07/2025","27-02-2024 06:00","5.9","41"
"כפר בלום 07/2005-07/2025","27-02-2024 06:00","12.7","47"
"מרום גולן פיכמן 01/1998-07/2025","27-02-2024 09:00","7.5","39"
"כפר בלום 07/2005-07/2025","27-02-2024 09:00","15.6","41"
"מרום גולן פיכמן 01/1998-07/2025","27-02-2024 12:00","9.8","40"
"כפר בלום 07/2005-07/2025","27-02-2024 12:00","18.9","33"
"מרום גולן פיכמן 01/1998-07/2025","27-02-2024 15:00","12.4","40"
"כפר בלום 07/2005-07/2025","27-02-2024 15:00","20.8","33"
"מרום גולן פיכמן 01/1998-07/2025","27-02-2024 18:00","11.4","41"
"כפר בלום 07/2005-07/2025","27-02-2024 18:00","20","39"
"מרום גולן פיכמן 01/1998-07/2025","27-02-2024 21:00","7.8","49"
"כפר בלום 07/2005-07/2025","27-02-2024 21:00","12.8","70"
"מרום גולן פיכמן 01/1998-07/2025","28-02-2024 00:00","5.7","45"
"כפר בלום 07/2005-07/2025","28-02-2024 00:00","10","81"
"מרום גולן פיכמן 01/1998-07/2025","28-02-2024 03:00","3.4","50"
"כפר בלום 07/2005-07/2025","28-02-2024 03:00","8.2","79"
"מרום גולן פיכמן 01/1998-07/2025","28-02-2024 06:00","2.6","50"
"כפר בלום 07/2005-07/2025","28-02-2024 06:00","5.7","86"
"מרום גולן פיכמן 01/1998-07/2025","28-02-2024 09:00","7.5","38"
"כפר בלום 07/2005-07/2025","28-02-2024 09:00","10.7","72"
"מרום גולן פיכמן 01/1998-07/2025","28-02-2024 12:00","11.2","37"
"כפר בלום 07/2005-07/2025","28-02-2024 12:00","19.4","29"
"מרום גולן פיכמן 01/1998-07/2025","28-02-2024 15:00","13","38"
"כפר בלום 07/2005-07/2025","28-02-2024 15:00","21.6","26"
"מרום גולן פיכמן 01/1998-07/2025","28-02-2024 18:00","11.9","34"
"כפר בלום 07/2005-07/2025","28-02-2024 18:00","19","36"
"מרום גולן פיכמן 01/1998-07/2025","28-02-2024 21:00","6.9","47"
"כפר בלום 07/2005-07/2025","28-02-2024 21:00","14.2","41"
"מרום גולן פיכמן 01/1998-07/2025","29-02-2024 00:00","6.8","38"
"כפר בלום 07/2005-07/2025","29-02-2024 00:00","9.7","66"
"מרום גולן פיכמן 01/1998-07/2025","29-02-2024 03:00","5.7","32"
"כפר בלום 07/2005-07/2025","29-02-2024 03:00","7.4","64"
"מרום גולן פיכמן 01/1998-07/2025","29-02-2024 06:00","3.1","42"
"כפר בלום 07/2005-07/2025","29-02-2024 06:00","6","65"
"מרום גולן פיכמן 01/1998-07/2025","29-02-2024 09:00","6.8","33"
"כפר בלום 07/2005-07/2025","29-02-2024 09:00","10.3","56"
"מרום גולן פיכמן 01/1998-07/2025","29-02-2024 12:00","11.5","29"
"כפר בלום 07/2005-07/2025","29-02-2024 12:00","20","24"
"מרום גולן פיכמן 01/1998-07/2025","29-02-2024 15:00","13.7","22"
"כפר בלום 07/2005-07/2025","29-02-2024 15:00","22.9","15"
"מרום גולן פיכמן 01/1998-07/2025","29-02-2024 18:00","12.3","20"
"כפר בלום 07/2005-07/2025","29-02-2024 18:00","20","16"
"מרום גולן פיכמן 01/1998-07/2025","29-02-2024 21:00","7.5","28"
"כפר בלום 07/2005-07/2025","29-02-2024 21:00","16","17"
"מרום גולן פיכמן 01/1998-07/2025","01-03-2024 00:00","6.6","26"
"כפר בלום 07/2005-07/2025","01-03-2024 00:00","16.3","14"
"מרום גולן פיכמן 01/1998-07/2025","01-03-2024 03:00","5.5","29"
"כפר בלום 07/2005-07/2025","01-03-2024 03:00","14.6","19"
"מרום גולן פיכמן 01/1998-07/2025","01-03-2024 06:00","5.1","34"
"כפר בלום 07/2005-07/2025","01-03-2024 06:00","13.5","22"
"מרום גולן פיכמן 01/1998-07/2025","01-03-2024 09:00","8.4","31"
"כפר בלום 07/2005-07/2025","01-03-2024 09:00","16.2","19"
"מרום גולן פיכמן 01/1998-07/2025","01-03-2024 12:00","12.4","23"
"כפר בלום 07/2005-07/2025","01-03-2024 12:00","20.9","17"
"מרום גולן פיכמן 01/1998-07/2025","01-03-2024 15:00","14.9","20"
"כפר בלום 07/2005-07/2025","01-03-2024 15:00","22.8","17"
"מרום גולן פיכמן 01/1998-07/2025","01-03-2024 18:00","13.2","25"
"כפר בלום 07/2005-07/2025","01-03-2024 18:00","20.9","25"
"מרום גולן פיכמן 01/1998-07/2025","01-03-2024 21:00","8.9","31"
"כפר בלום 07/2005-07/2025","01-03-2024 21:00","16.2","27"
"מרום גולן פיכמן 01/1998-07/2025","02-03-2024 00:00","8.7","25"
"כפר בלום 07/2005-07/2025","02-03-2024 00:00","15.2","24"
"מרום גולן פיכמן 01/1998-07/2025","02-03-2024 03:00","5.7","34"
"כפר בלום 07/2005-07/2025","02-03-2024 03:00","11","40"
