"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","לחות יחסית (%)"
"שדה בוקר 01/2004-07/2025","04-04-2024 06:00","10.9","44"
"עבדת 10/2008-07/2025","04-04-2024 06:00","13.3","38"
"אשלים 02/2016-07/2025","04-04-2024 09:00","20.1","35"
"שדה בוקר 01/2004-07/2025","04-04-2024 09:00","20.6","21"
"עבדת 10/2008-07/2025","04-04-2024 09:00","21.4","20"
"אשלים 02/2016-07/2025","04-04-2024 12:00","27.6","19"
"שדה בוקר 01/2004-07/2025","04-04-2024 12:00","26.9","16"
"עבדת 10/2008-07/2025","04-04-2024 12:00","26.7","18"
"אשלים 02/2016-07/2025","04-04-2024 15:00","30","14"
"שדה בוקר 01/2004-07/2025","04-04-2024 15:00","28.7","13"
"עבדת 10/2008-07/2025","04-04-2024 15:00","28.3","14"
"אשלים 02/2016-07/2025","04-04-2024 18:00","26.8","21"
"שדה בוקר 01/2004-07/2025","04-04-2024 18:00","25.9","24"
"עבדת 10/2008-07/2025","04-04-2024 18:00","25.1","26"
"אשלים 02/2016-07/2025","04-04-2024 21:00","19.3","38"
"שדה בוקר 01/2004-07/2025","04-04-2024 21:00","20.3","33"
"עבדת 10/2008-07/2025","04-04-2024 21:00","19.6","34"
"אשלים 02/2016-07/2025","05-04-2024 00:00","13","53"
"שדה בוקר 01/2004-07/2025","05-04-2024 00:00","14.2","45"
"עבדת 10/2008-07/2025","05-04-2024 00:00","16.4","39"
"אשלים 02/2016-07/2025","05-04-2024 03:00","10.6","62"
"שדה בוקר 01/2004-07/2025","05-04-2024 03:00","12.7","47"
"עבדת 10/2008-07/2025","05-04-2024 03:00","14.6","35"
"אשלים 02/2016-07/2025","05-04-2024 06:00","9.8","63"
"שדה בוקר 01/2004-07/2025","05-04-2024 06:00","10.5","47"
"עבדת 10/2008-07/2025","05-04-2024 06:00","12.9","35"
"אשלים 02/2016-07/2025","05-04-2024 09:00","20","40"
"שדה בוקר 01/2004-07/2025","05-04-2024 09:00","20.3","24"
"עבדת 10/2008-07/2025","05-04-2024 09:00","20.2","23"
"אשלים 02/2016-07/2025","05-04-2024 12:00","26.3","17"
"שדה בוקר 01/2004-07/2025","05-04-2024 12:00","25.5","15"
"עבדת 10/2008-07/2025","05-04-2024 12:00","24.8","14"
"אשלים 02/2016-07/2025","05-04-2024 15:00","28.7","14"
"שדה בוקר 01/2004-07/2025","05-04-2024 15:00","28","11"
"עבדת 10/2008-07/2025","05-04-2024 15:00","27.9","10"
"אשלים 02/2016-07/2025","05-04-2024 18:00","24.1","33"
"שדה בוקר 01/2004-07/2025","05-04-2024 18:00","24.4","33"
"עבדת 10/2008-07/2025","05-04-2024 18:00","24","38"
"אשלים 02/2016-07/2025","05-04-2024 21:00","18","68"
"שדה בוקר 01/2004-07/2025","05-04-2024 21:00","18.2","63"
"עבדת 10/2008-07/2025","05-04-2024 21:00","17.7","59"
"אשלים 02/2016-07/2025","06-04-2024 00:00","14","82"
"שדה בוקר 01/2004-07/2025","06-04-2024 00:00","15.9","75"
"עבדת 10/2008-07/2025","06-04-2024 00:00","15.4","62"
"אשלים 02/2016-07/2025","06-04-2024 03:00","15","94"
"שדה בוקר 01/2004-07/2025","06-04-2024 03:00","14.5","89"
"עבדת 10/2008-07/2025","06-04-2024 03:00","13.9","88"
"אשלים 02/2016-07/2025","06-04-2024 06:00","14.5","90"
"שדה בוקר 01/2004-07/2025","06-04-2024 06:00","14.2","80"
"עבדת 10/2008-07/2025","06-04-2024 06:00","13.4","81"
"אשלים 02/2016-07/2025","06-04-2024 09:00","17.1","69"
"שדה בוקר 01/2004-07/2025","06-04-2024 09:00","15.8","68"
"עבדת 10/2008-07/2025","06-04-2024 09:00","14.9","71"
"אשלים 02/2016-07/2025","06-04-2024 12:00","20.6","49"
"שדה בוקר 01/2004-07/2025","06-04-2024 12:00","19","50"
"עבדת 10/2008-07/2025","06-04-2024 12:00","18.7","49"
"אשלים 02/2016-07/2025","06-04-2024 15:00","23.3","38"
"שדה בוקר 01/2004-07/2025","06-04-2024 15:00","22.1","36"
"עבדת 10/2008-07/2025","06-04-2024 15:00","21.4","37"
"אשלים 02/2016-07/2025","06-04-2024 18:00","20.6","47"
"שדה בוקר 01/2004-07/2025","06-04-2024 18:00","19.8","46"
"עבדת 10/2008-07/2025","06-04-2024 18:00","19.1","52"
"אשלים 02/2016-07/2025","06-04-2024 21:00","16.2","75"
"שדה בוקר 01/2004-07/2025","06-04-2024 21:00","15.4","75"
"עבדת 10/2008-07/2025","06-04-2024 21:00","14.7","73"
"אשלים 02/2016-07/2025","07-04-2024 00:00","15","85"
"שדה בוקר 01/2004-07/2025","07-04-2024 00:00","13","81"
"עבדת 10/2008-07/2025","07-04-2024 00:00","12.8","89"
"אשלים 02/2016-07/2025","07-04-2024 03:00","13.5","85"
"שדה בוקר 01/2004-07/2025","07-04-2024 03:00","11.4","88"
"עבדת 10/2008-07/2025","07-04-2024 03:00","11","89"
"אשלים 02/2016-07/2025","07-04-2024 06:00","10.5","90"
"שדה בוקר 01/2004-07/2025","07-04-2024 06:00","10.8","91"
"עבדת 10/2008-07/2025","07-04-2024 06:00","10","88"
"אשלים 02/2016-07/2025","07-04-2024 09:00","16.6","74"
"שדה בוקר 01/2004-07/2025","07-04-2024 09:00","15","72"
"עבדת 10/2008-07/2025","07-04-2024 09:00","14.2","75"
"אשלים 02/2016-07/2025","07-04-2024 12:00","20.4","53"
"שדה בוקר 01/2004-07/2025","07-04-2024 12:00","19.3","51"
"עבדת 10/2008-07/2025","07-04-2024 12:00","19.3","49"
"אשלים 02/2016-07/2025","07-04-2024 15:00","23","40"
"שדה בוקר 01/2004-07/2025","07-04-2024 15:00","21.7","39"
"עבדת 10/2008-07/2025","07-04-2024 15:00","21.5","32"
"אשלים 02/2016-07/2025","07-04-2024 18:00","22","50"
"שדה בוקר 01/2004-07/2025","07-04-2024 18:00","21.5","36"
"עבדת 10/2008-07/2025","07-04-2024 18:00","20.9","32"
"אשלים 02/2016-07/2025","07-04-2024 21:00","17.6","73"
"שדה בוקר 01/2004-07/2025","07-04-2024 21:00","16.8","65"
"עבדת 10/2008-07/2025","07-04-2024 21:00","16.1","71"
"אשלים 02/2016-07/2025","08-04-2024 00:00","14.2","82"
"שדה בוקר 01/2004-07/2025","08-04-2024 00:00","14.3","75"
"עבדת 10/2008-07/2025","08-04-2024 00:00","13.8","76"
"אשלים 02/2016-07/2025","08-04-2024 03:00","14","77"
"שדה בוקר 01/2004-07/2025","08-04-2024 03:00","12.3","78"
"עבדת 10/2008-07/2025","08-04-2024 03:00","13.5","77"
"אשלים 02/2016-07/2025","08-04-2024 06:00","12.8","79"
"שדה בוקר 01/2004-07/2025","08-04-2024 06:00","10.9","79"
"עבדת 10/2008-07/2025","08-04-2024 06:00","12.4","81"
"אשלים 02/2016-07/2025","08-04-2024 09:00","18.4","68"
"שדה בוקר 01/2004-07/2025","08-04-2024 09:00","16.5","70"
"עבדת 10/2008-07/2025","08-04-2024 09:00","16.5","67"
"אשלים 02/2016-07/2025","08-04-2024 12:00","21.9","43"
"שדה בוקר 01/2004-07/2025","08-04-2024 12:00","20.8","39"
"עבדת 10/2008-07/2025","08-04-2024 12:00","20.9","33"
"אשלים 02/2016-07/2025","08-04-2024 15:00","24.8","27"
"שדה בוקר 01/2004-07/2025","08-04-2024 15:00","23.7","24"
"עבדת 10/2008-07/2025","08-04-2024 15:00","23.3","26"
"אשלים 02/2016-07/2025","08-04-2024 18:00","22.1","46"
"שדה בוקר 01/2004-07/2025","08-04-2024 18:00","22.6","39"
"עבדת 10/2008-07/2025","08-04-2024 18:00","23","25"
"אשלים 02/2016-07/2025","08-04-2024 21:00","17.8","75"
"שדה בוקר 01/2004-07/2025","08-04-2024 21:00","17.1","61"
"עבדת 10/2008-07/2025","08-04-2024 21:00","16.4","63"
"אשלים 02/2016-07/2025","09-04-2024 00:00","13.6","86"
"שדה בוקר 01/2004-07/2025","09-04-2024 00:00","14.6","83"
"עבדת 10/2008-07/2025","09-04-2024 00:00","15.1","73"
"אשלים 02/2016-07/2025","09-04-2024 03:00","13.7","78"
"שדה בוקר 01/2004-07/2025","09-04-2024 03:00","12.6","82"
"עבדת 10/2008-07/2025","09-04-2024 03:00","13.9","61"
"אשלים 02/2016-07/2025","09-04-2024 06:00","13.5","78"
"שדה בוקר 01/2004-07/2025","09-04-2024 06:00","11.5","74"
"עבדת 10/2008-07/2025","09-04-2024 06:00","12.7","66"
"אשלים 02/2016-07/2025","09-04-2024 09:00","18.2","57"
"שדה בוקר 01/2004-07/2025","09-04-2024 09:00","17","54"
"עבדת 10/2008-07/2025","09-04-2024 09:00","17.5","49"
"אשלים 02/2016-07/2025","09-04-2024 12:00","21.1","49"
"שדה בוקר 01/2004-07/2025","09-04-2024 12:00","20.6","47"
"עבדת 10/2008-07/2025","09-04-2024 12:00","20.4","44"
"אשלים 02/2016-07/2025","09-04-2024 15:00","21.2","45"
"שדה בוקר 01/2004-07/2025","09-04-2024 15:00","21.5","36"
"עבדת 10/2008-07/2025","09-04-2024 15:00","21.2","35"
"אשלים 02/2016-07/2025","09-04-2024 18:00","19.6","50"
"שדה בוקר 01/2004-07/2025","09-04-2024 18:00","18.6","51"
"עבדת 10/2008-07/2025","09-04-2024 18:00","17.6","56"
"אשלים 02/2016-07/2025","09-04-2024 21:00","16","67"
"שדה בוקר 01/2004-07/2025","09-04-2024 21:00","15.2","65"
"עבדת 10/2008-07/2025","09-04-2024 21:00","14.6","69"
"אשלים 02/2016-07/2025","10-04-2024 00:00","14.8","77"
"שדה בוקר 01/2004-07/2025","10-04-2024 00:00","14.4","74"
"עבדת 10/2008-07/2025","10-04-2024 00:00","13.3","76"
"אשלים 02/2016-07/2025","10-04-2024 03:00","14.5","77"
"שדה בוקר 01/2004-07/2025","10-04-2024 03:00","13.8","76"
"עבדת 10/2008-07/2025","10-04-2024 03:00","12.4","79"
"אשלים 02/2016-07/2025","10-04-2024 06:00","12.6","84"
"שדה בוקר 01/2004-07/2025","10-04-2024 06:00","12","83"
"עבדת 10/2008-07/2025","10-04-2024 06:00","10.6","82"
"אשלים 02/2016-07/2025","10-04-2024 09:00","16.1","70"
"שדה בוקר 01/2004-07/2025","10-04-2024 09:00","15","67"
"עבדת 10/2008-07/2025","10-04-2024 09:00","14.5","67"
"אשלים 02/2016-07/2025","10-04-2024 12:00","18.8","59"
"שדה בוקר 01/2004-07/2025","10-04-2024 12:00","18.8","51"
"עבדת 10/2008-07/2025","10-04-2024 12:00","17.8","53"
"אשלים 02/2016-07/2025","10-04-2024 15:00","21.2","48"
"שדה בוקר 01/2004-07/2025","10-04-2024 15:00","20.3","45"
"עבדת 10/2008-07/2025","10-04-2024 15:00","20","44"
"אשלים 02/2016-07/2025","10-04-2024 18:00","20.5","51"
"שדה בוקר 01/2004-07/2025","10-04-2024 18:00","19.1","54"
"עבדת 10/2008-07/2025","10-04-2024 18:00","18.3","58"
"אשלים 02/2016-07/2025","10-04-2024 21:00","15.9","74"
"שדה בוקר 01/2004-07/2025","10-04-2024 21:00","15.5","72"
"עבדת 10/2008-07/2025","10-04-2024 21:00","14.9","64"
"אשלים 02/2016-07/2025","11-04-2024 00:00","13.3","88"
"שדה בוקר 01/2004-07/2025","11-04-2024 00:00","13.6","81"
"עבדת 10/2008-07/2025","11-04-2024 00:00","13.2","65"
"אשלים 02/2016-07/2025","11-04-2024 03:00","10.3","82"
"שדה בוקר 01/2004-07/2025","11-04-2024 03:00","9.6","77"
"עבדת 10/2008-07/2025","11-04-2024 03:00","10.9","63"
"אשלים 02/2016-07/2025","11-04-2024 06:00","8.9","78"
"שדה בוקר 01/2004-07/2025","11-04-2024 06:00","9.2","74"
"עבדת 10/2008-07/2025","11-04-2024 06:00","10.9","61"
"אשלים 02/2016-07/2025","11-04-2024 09:00","17.4","59"
"שדה בוקר 01/2004-07/2025","11-04-2024 09:00","16.1","56"
"עבדת 10/2008-07/2025","11-04-2024 09:00","16.4","52"
"אשלים 02/2016-07/2025","11-04-2024 12:00","21.6","49"
"שדה בוקר 01/2004-07/2025","11-04-2024 12:00","20.6","43"
"עבדת 10/2008-07/2025","11-04-2024 12:00","20.7","41"
"אשלים 02/2016-07/2025","11-04-2024 15:00","24.6","44"
"שדה בוקר 01/2004-07/2025","11-04-2024 15:00","23.3","41"
"עבדת 10/2008-07/2025","11-04-2024 15:00","22.3","42"
"אשלים 02/2016-07/2025","11-04-2024 18:00","22","54"
"שדה בוקר 01/2004-07/2025","11-04-2024 18:00","21.4","48"
"עבדת 10/2008-07/2025","11-04-2024 18:00","20.8","52"
"אשלים 02/2016-07/2025","11-04-2024 21:00","17.5","80"
"שדה בוקר 01/2004-07/2025","11-04-2024 21:00","17.1","77"
"עבדת 10/2008-07/2025","11-04-2024 21:00","16.3","80"
"אשלים 02/2016-07/2025","12-04-2024 00:00","14.1","90"
"שדה בוקר 01/2004-07/2025","12-04-2024 00:00","14.8","90"
"עבדת 10/2008-07/2025","12-04-2024 00:00","13.7","89"
"אשלים 02/2016-07/2025","12-04-2024 03:00","13.7","96"
"שדה בוקר 01/2004-07/2025","12-04-2024 03:00","14.6","94"
"עבדת 10/2008-07/2025","12-04-2024 03:00","11","95"
"אשלים 02/2016-07/2025","12-04-2024 06:00","14.5","94"
"שדה בוקר 01/2004-07/2025","12-04-2024 06:00","13.4","90"
"עבדת 10/2008-07/2025","12-04-2024 06:00","10.3","97"
"אשלים 02/2016-07/2025","12-04-2024 09:00","16.8","76"
"שדה בוקר 01/2004-07/2025","12-04-2024 09:00","15.7","77"
"עבדת 10/2008-07/2025","12-04-2024 09:00","15","81"
"אשלים 02/2016-07/2025","12-04-2024 12:00","23.1","36"
"שדה בוקר 01/2004-07/2025","12-04-2024 12:00","22.2","31"
"עבדת 10/2008-07/2025","12-04-2024 12:00","22.2","36"
"אשלים 02/2016-07/2025","12-04-2024 15:00","25.6","31"
"שדה בוקר 01/2004-07/2025","12-04-2024 15:00","24.3","29"
"עבדת 10/2008-07/2025","12-04-2024 15:00","23.9","28"
"אשלים 02/2016-07/2025","12-04-2024 18:00","22.2","46"
"שדה בוקר 01/2004-07/2025","12-04-2024 18:00","21.8","39"
"עבדת 10/2008-07/2025","12-04-2024 18:00","21","40"
"אשלים 02/2016-07/2025","12-04-2024 21:00","17.2","79"
"שדה בוקר 01/2004-07/2025","12-04-2024 21:00","16.5","75"
"עבדת 10/2008-07/2025","12-04-2024 21:00","15.7","78"
"אשלים 02/2016-07/2025","13-04-2024 00:00","15.7","91"
"שדה בוקר 01/2004-07/2025","13-04-2024 00:00","15","89"
"עבדת 10/2008-07/2025","13-04-2024 00:00","14.2","88"
"אשלים 02/2016-07/2025","13-04-2024 03:00","15.7","89"
"שדה בוקר 01/2004-07/2025","13-04-2024 03:00","14.3","88"
"עבדת 10/2008-07/2025","13-04-2024 03:00","12.8","92"
"אשלים 02/2016-07/2025","13-04-2024 06:00","16.1","79"
"שדה בוקר 01/2004-07/2025","13-04-2024 06:00","14.2","84"
"עבדת 10/2008-07/2025","13-04-2024 06:00","13","89"
"אשלים 02/2016-07/2025","13-04-2024 09:00","17.9","69"
"שדה בוקר 01/2004-07/2025","13-04-2024 09:00","15.9","73"
"עבדת 10/2008-07/2025","13-04-2024 09:00","15.2","78"
"אשלים 02/2016-07/2025","13-04-2024 12:00","22","53"
"שדה בוקר 01/2004-07/2025","13-04-2024 12:00","20.5","54"
"עבדת 10/2008-07/2025","13-04-2024 12:00","20.2","54"
"אשלים 02/2016-07/2025","13-04-2024 15:00","25","45"
"שדה בוקר 01/2004-07/2025","13-04-2024 15:00","23.8","43"
"עבדת 10/2008-07/2025","13-04-2024 15:00","23","43"
"אשלים 02/2016-07/2025","13-04-2024 18:00","20.8","65"
"שדה בוקר 01/2004-07/2025","13-04-2024 18:00","20.3","63"
"עבדת 10/2008-07/2025","13-04-2024 18:00","19.8","63"
"אשלים 02/2016-07/2025","13-04-2024 21:00","18","76"
"שדה בוקר 01/2004-07/2025","13-04-2024 21:00","16.7","79"
"עבדת 10/2008-07/2025","13-04-2024 21:00","15.9","82"
"אשלים 02/2016-07/2025","14-04-2024 00:00","17.3","79"
"שדה בוקר 01/2004-07/2025","14-04-2024 00:00","15.7","81"
"עבדת 10/2008-07/2025","14-04-2024 00:00","14.9","84"
"אשלים 02/2016-07/2025","14-04-2024 03:00","15.7","83"
"שדה בוקר 01/2004-07/2025","14-04-2024 03:00","14.9","84"
"עבדת 10/2008-07/2025","14-04-2024 03:00","13.6","88"
"אשלים 02/2016-07/2025","14-04-2024 06:00","14.3","88"
"שדה בוקר 01/2004-07/2025","14-04-2024 06:00","14.7","86"
"עבדת 10/2008-07/2025","14-04-2024 06:00","13.6","89"
"אשלים 02/2016-07/2025","14-04-2024 09:00","18.1","75"
"שדה בוקר 01/2004-07/2025","14-04-2024 09:00","16.6","74"
"עבדת 10/2008-07/2025","14-04-2024 09:00","16","77"
"אשלים 02/2016-07/2025","14-04-2024 12:00","22.2","54"
"שדה בוקר 01/2004-07/2025","14-04-2024 12:00","20.7","55"
"עבדת 10/2008-07/2025","14-04-2024 12:00","20.5","55"
"אשלים 02/2016-07/2025","14-04-2024 15:00","25.2","44"
"שדה בוקר 01/2004-07/2025","14-04-2024 15:00","23.7","42"
"עבדת 10/2008-07/2025","14-04-2024 15:00","23.2","44"
"אשלים 02/2016-07/2025","14-04-2024 18:00","22.1","54"
"שדה בוקר 01/2004-07/2025","14-04-2024 18:00","21.6","51"
"עבדת 10/2008-07/2025","14-04-2024 18:00","21","54"
"אשלים 02/2016-07/2025","14-04-2024 21:00","17.9","76"
"שדה בוקר 01/2004-07/2025","14-04-2024 21:00","16.6","78"
"עבדת 10/2008-07/2025","14-04-2024 21:00","15.8","82"
"אשלים 02/2016-07/2025","15-04-2024 00:00","17.6","78"
"שדה בוקר 01/2004-07/2025","15-04-2024 00:00","15.6","81"
"עבדת 10/2008-07/2025","15-04-2024 00:00","14.7","85"
"אשלים 02/2016-07/2025","15-04-2024 03:00","14.8","90"
"שדה בוקר 01/2004-07/2025","15-04-2024 03:00","14.7","85"
"עבדת 10/2008-07/2025","15-04-2024 03:00","13.7","91"
"אשלים 02/2016-07/2025","15-04-2024 06:00","15.3","91"
"שדה בוקר 01/2004-07/2025","15-04-2024 06:00","14.7","89"
"עבדת 10/2008-07/2025","15-04-2024 06:00","13.8","91"
"אשלים 02/2016-07/2025","15-04-2024 09:00","18.5","72"
"שדה בוקר 01/2004-07/2025","15-04-2024 09:00","16.3","76"
"עבדת 10/2008-07/2025","15-04-2024 09:00","15.8","78"
"אשלים 02/2016-07/2025","15-04-2024 12:00","22.8","53"
"שדה בוקר 01/2004-07/2025","15-04-2024 12:00","21.1","54"
"עבדת 10/2008-07/2025","15-04-2024 12:00","20.9","54"
"אשלים 02/2016-07/2025","15-04-2024 15:00","25.7","44"
"שדה בוקר 01/2004-07/2025","15-04-2024 15:00","24.3","39"
"עבדת 10/2008-07/2025","15-04-2024 15:00","23.7","42"
"אשלים 02/2016-07/2025","15-04-2024 18:00","22.6","53"
"שדה בוקר 01/2004-07/2025","15-04-2024 18:00","21.7","52"
"עבדת 10/2008-07/2025","15-04-2024 18:00","21.4","53"
"אשלים 02/2016-07/2025","15-04-2024 21:00","18.3","80"
"שדה בוקר 01/2004-07/2025","15-04-2024 21:00","17.4","80"
"עבדת 10/2008-07/2025","15-04-2024 21:00","16.7","80"
"אשלים 02/2016-07/2025","16-04-2024 00:00","14.7","86"
"שדה בוקר 01/2004-07/2025","16-04-2024 00:00","14.3","87"
"עבדת 10/2008-07/2025","16-04-2024 00:00","15.2","73"
"אשלים 02/2016-07/2025","16-04-2024 03:00","12.4","80"
"שדה בוקר 01/2004-07/2025","16-04-2024 03:00","12.3","78"
"עבדת 10/2008-07/2025","16-04-2024 03:00","14.4","67"
"אשלים 02/2016-07/2025","16-04-2024 06:00","10.9","82"
"שדה בוקר 01/2004-07/2025","16-04-2024 06:00","12","76"
"עבדת 10/2008-07/2025","16-04-2024 06:00","13.2","73"
"אשלים 02/2016-07/2025","16-04-2024 09:00","17.7","79"
"שדה בוקר 01/2004-07/2025","16-04-2024 09:00","17.7","70"
"עבדת 10/2008-07/2025","16-04-2024 09:00","17.5","65"
"אשלים 02/2016-07/2025","16-04-2024 12:00","25.4","43"
"שדה בוקר 01/2004-07/2025","16-04-2024 12:00","25.1","35"
"עבדת 10/2008-07/2025","16-04-2024 12:00","25.3","34"
"אשלים 02/2016-07/2025","16-04-2024 15:00","29.4","25"
"שדה בוקר 01/2004-07/2025","16-04-2024 15:00","28.5","20"
"עבדת 10/2008-07/2025","16-04-2024 15:00","28.6","22"
"אשלים 02/2016-07/2025","16-04-2024 18:00","27.7","36"
"שדה בוקר 01/2004-07/2025","16-04-2024 18:00","27.2","39"
"עבדת 10/2008-07/2025","16-04-2024 18:00","26.4","43"
"אשלים 02/2016-07/2025","16-04-2024 21:00","22.6","53"
"שדה בוקר 01/2004-07/2025","16-04-2024 21:00","22.9","43"
"עבדת 10/2008-07/2025","16-04-2024 21:00","22.1","47"
"אשלים 02/2016-07/2025","17-04-2024 00:00","17.6","66"
"שדה בוקר 01/2004-07/2025","17-04-2024 00:00","17.9","60"
"עבדת 10/2008-07/2025","17-04-2024 00:00","19.1","55"
"אשלים 02/2016-07/2025","17-04-2024 03:00","15.7","70"
"שדה בוקר 01/2004-07/2025","17-04-2024 03:00","16","61"
"עבדת 10/2008-07/2025","17-04-2024 03:00","18.5","56"
"אשלים 02/2016-07/2025","17-04-2024 06:00","20.7","46"
"שדה בוקר 01/2004-07/2025","17-04-2024 06:00","14.9","63"
"עבדת 10/2008-07/2025","17-04-2024 06:00","17.8","55"
"אשלים 02/2016-07/2025","17-04-2024 09:00","27.5","30"
"שדה בוקר 01/2004-07/2025","17-04-2024 09:00","23.3","38"
"עבדת 10/2008-07/2025","17-04-2024 09:00","25.3","33"
"אשלים 02/2016-07/2025","17-04-2024 12:00","32.2","18"
"שדה בוקר 01/2004-07/2025","17-04-2024 12:00","29.4","22"
"עבדת 10/2008-07/2025","17-04-2024 12:00","30.3","18"
"אשלים 02/2016-07/2025","17-04-2024 15:00","33.9","15"
"שדה בוקר 01/2004-07/2025","17-04-2024 15:00","32.5","14"
"עבדת 10/2008-07/2025","17-04-2024 15:00","32.9","13"
"אשלים 02/2016-07/2025","17-04-2024 18:00","34","14"
"שדה בוקר 01/2004-07/2025","17-04-2024 18:00","33.1","12"
"עבדת 10/2008-07/2025","17-04-2024 18:00","32.4","13"
"אשלים 02/2016-07/2025","17-04-2024 21:00","26.2","28"
"שדה בוקר 01/2004-07/2025","17-04-2024 21:00","26.5","23"
"עבדת 10/2008-07/2025","17-04-2024 21:00","26.6","23"
"אשלים 02/2016-07/2025","18-04-2024 00:00","22.5","26"
"שדה בוקר 01/2004-07/2025","18-04-2024 00:00","20.6","28"
"עבדת 10/2008-07/2025","18-04-2024 00:00","23.7","20"
"אשלים 02/2016-07/2025","18-04-2024 03:00","20.9","27"
"שדה בוקר 01/2004-07/2025","18-04-2024 03:00","18.9","28"
"עבדת 10/2008-07/2025","18-04-2024 03:00","25.6","20"
"אשלים 02/2016-07/2025","18-04-2024 06:00","22.2","30"
"שדה בוקר 01/2004-07/2025","18-04-2024 06:00","23.3","25"
"עבדת 10/2008-07/2025","18-04-2024 06:00","22.5","26"
"אשלים 02/2016-07/2025","18-04-2024 09:00","22.4","48"
"שדה בוקר 01/2004-07/2025","18-04-2024 09:00","21","47"
"עבדת 10/2008-07/2025","18-04-2024 09:00","20.3","50"
"אשלים 02/2016-07/2025","18-04-2024 12:00","26.4","32"
"שדה בוקר 01/2004-07/2025","18-04-2024 12:00","24.7","36"
"עבדת 10/2008-07/2025","18-04-2024 12:00","24.5","38"
"אשלים 02/2016-07/2025","18-04-2024 15:00","28.1","30"
"שדה בוקר 01/2004-07/2025","18-04-2024 15:00","27.2","31"
"עבדת 10/2008-07/2025","18-04-2024 15:00","26.9","31"
"אשלים 02/2016-07/2025","18-04-2024 18:00","23.6","56"
"שדה בוקר 01/2004-07/2025","18-04-2024 18:00","23.3","50"
"עבדת 10/2008-07/2025","18-04-2024 18:00","22.8","52"
"אשלים 02/2016-07/2025","18-04-2024 21:00","19","83"
"שדה בוקר 01/2004-07/2025","18-04-2024 21:00","18.3","79"
"עבדת 10/2008-07/2025","18-04-2024 21:00","17.8","80"
"אשלים 02/2016-07/2025","19-04-2024 00:00","17.7","88"
"שדה בוקר 01/2004-07/2025","19-04-2024 00:00","17","84"
"עבדת 10/2008-07/2025","19-04-2024 00:00","16.1","85"
"אשלים 02/2016-07/2025","19-04-2024 03:00","16.8","95"
"שדה בוקר 01/2004-07/2025","19-04-2024 03:00","16","86"
"עבדת 10/2008-07/2025","19-04-2024 03:00","14.4","91"
"אשלים 02/2016-07/2025","19-04-2024 06:00","15.2","88"
"שדה בוקר 01/2004-07/2025","19-04-2024 06:00","13.4","83"
"עבדת 10/2008-07/2025","19-04-2024 06:00","12.7","93"
"אשלים 02/2016-07/2025","19-04-2024 09:00","18.8","74"
"שדה בוקר 01/2004-07/2025","19-04-2024 09:00","18.6","63"
"עבדת 10/2008-07/2025","19-04-2024 09:00","19.4","55"
"אשלים 02/2016-07/2025","19-04-2024 12:00","23.9","41"
"שדה בוקר 01/2004-07/2025","19-04-2024 12:00","22.2","47"
"עבדת 10/2008-07/2025","19-04-2024 12:00","22.1","42"
"אשלים 02/2016-07/2025","19-04-2024 15:00","27","35"
"שדה בוקר 01/2004-07/2025","19-04-2024 15:00","26","30"
"עבדת 10/2008-07/2025","19-04-2024 15:00","24.8","30"
"אשלים 02/2016-07/2025","19-04-2024 18:00","23.1","52"
"שדה בוקר 01/2004-07/2025","19-04-2024 18:00","22.6","52"
"עבדת 10/2008-07/2025","19-04-2024 18:00","22.2","52"
"אשלים 02/2016-07/2025","19-04-2024 21:00","17.9","78"
"שדה בוקר 01/2004-07/2025","19-04-2024 21:00","17.2","78"
"עבדת 10/2008-07/2025","19-04-2024 21:00","16.5","80"
"אשלים 02/2016-07/2025","20-04-2024 00:00","14.6","89"
"שדה בוקר 01/2004-07/2025","20-04-2024 00:00","15","89"
"עבדת 10/2008-07/2025","20-04-2024 00:00","14.5","89"
"אשלים 02/2016-07/2025","20-04-2024 03:00","14.4","88"
"שדה בוקר 01/2004-07/2025","20-04-2024 03:00","14.4","86"
"עבדת 10/2008-07/2025","20-04-2024 03:00","13.4","89"
"אשלים 02/2016-07/2025","20-04-2024 06:00","13.7","85"
"שדה בוקר 01/2004-07/2025","20-04-2024 06:00","11.5","87"
"עבדת 10/2008-07/2025","20-04-2024 06:00","11.6","91"
"אשלים 02/2016-07/2025","20-04-2024 09:00","18.7","59"
"שדה בוקר 01/2004-07/2025","20-04-2024 09:00","17.7","54"
"עבדת 10/2008-07/2025","20-04-2024 09:00","18.5","44"
"אשלים 02/2016-07/2025","20-04-2024 12:00","24.7","30"
"שדה בוקר 01/2004-07/2025","20-04-2024 12:00","23.5","25"
"עבדת 10/2008-07/2025","20-04-2024 12:00","23.8","24"
"אשלים 02/2016-07/2025","20-04-2024 15:00","29","27"
"שדה בוקר 01/2004-07/2025","20-04-2024 15:00","27.5","17"
"עבדת 10/2008-07/2025","20-04-2024 15:00","27","14"
"אשלים 02/2016-07/2025","20-04-2024 18:00","26.4","21"
"שדה בוקר 01/2004-07/2025","20-04-2024 18:00","24.9","22"
"עבדת 10/2008-07/2025","20-04-2024 18:00","24.4","25"
"אשלים 02/2016-07/2025","20-04-2024 21:00","18.6","69"
"שדה בוקר 01/2004-07/2025","20-04-2024 21:00","18.1","62"
"עבדת 10/2008-07/2025","20-04-2024 21:00","18.4","41"
